gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4080945511	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/146738987	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae	jaliscanus	SUBSPECIES	Podocarpus matudae subsp. jaliscanus (de Laub. & Silba) Silba	Podocarpus matudae jaliscanus		MX		Jalisco	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.214145	-104.756503	702.0						2023-01-15T16:13:05	15	1	2023	8174724	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	146738987		Eduardo Ruiz-Sanchez	2023-01-17T03:51:47	CC_BY_4_0	Eduardo Ruiz-Sanchez	Eduardo Ruiz-Sanchez			2026-04-18T10:34:53.180Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4080940530	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/150569549	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae	jaliscanus	SUBSPECIES	Podocarpus matudae subsp. jaliscanus (de Laub. & Silba) Silba	Podocarpus matudae jaliscanus		MX		Jalisco	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.740548	-104.922813	8.0						2014-07-24T11:42	24	7	2014	8174724	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	150569549		M. Socorro González Elizondo	2023-04-06T02:36:48	CC_BY_NC_4_0	Pablo Carrillo-Reyes	Pablo Carrillo-Reyes			2026-04-18T10:35:43.676Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4080572410	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/114740847	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae	jaliscanus	SUBSPECIES	Podocarpus matudae subsp. jaliscanus (de Laub. & Silba) Silba	Podocarpus matudae jaliscanus		MX		Jalisco	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.356064	-105.261726							2022-05-01T14:54:46	1	5	2022	8174724	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	114740847		M. Socorro González Elizondo	2023-04-07T00:31:16	CC_BY_NC_4_0	Leonardo Campos	Leonardo Campos			2026-04-18T07:14:31.700Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4062738672	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/150569551	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae	jaliscanus	SUBSPECIES	Podocarpus matudae subsp. jaliscanus (de Laub. & Silba) Silba	Podocarpus matudae jaliscanus		MX		Jalisco	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.745143	-104.991067	4.0						2014-04-15T11:57	15	4	2014	8174724	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	150569551		M. Socorro González Elizondo	2023-04-06T02:35:40	CC_BY_NC_4_0	Pablo Carrillo-Reyes	Pablo Carrillo-Reyes			2026-04-18T10:35:42.615Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4046245946	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/149594969	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae	jaliscanus	SUBSPECIES	Podocarpus matudae subsp. jaliscanus (de Laub. & Silba) Silba	Podocarpus matudae jaliscanus		MX		Jalisco	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.74408	-104.838445							2023-01-23T12:53:35	23	1	2023	8174724	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	149594969		M. Socorro González Elizondo	2023-04-06T02:38:30	CC_BY_4_0	Abraham Sánchez Romero	Abraham Sánchez Romero			2026-04-18T08:57:31.750Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3966736493	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/131002396	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		Tamaulipas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.068586	-99.224556							2022-08-13T12:52:48	13	8	2022	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	131002396		Benigno Gómez Garza	2022-08-15T23:24:03	CC_BY_NC_4_0	Benigno Gómez Garza	Benigno Gómez Garza			2026-04-18T08:52:21.803Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3902032183	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/130827379	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		Chiapas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	16.737036	-92.637619	4955.0						2022-08-13T18:07	13	8	2022	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	130827379		Neptalí Ramírez Marcial	2022-08-14T19:11:43	CC_BY_NC_4_0	Neptalí Ramírez Marcial	Neptalí Ramírez Marcial			2026-04-18T07:18:38.647Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3889005501	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/128063072	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae	jaliscanus	SUBSPECIES	Podocarpus matudae subsp. jaliscanus (de Laub. & Silba) Silba	Podocarpus matudae jaliscanus		MX		Jalisco	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.360585	-105.286036	189.0						2022-06-14T12:50:17	14	6	2022	8174724	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	128063072		Senna Bryce Robeson	2022-07-26T22:34:06	CC_BY_4_0	Senna Bryce Robeson	Senna Bryce Robeson			2026-04-18T08:51:33.905Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3859610533	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/119164162	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		Chiapas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	16.737036	-92.637619	4955.0						2022-05-28T13:31	28	5	2022	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	119164162		Neptalí Ramírez Marcial	2022-05-29T01:01:28	CC_BY_NC_4_0	Neptalí Ramírez Marcial	Neptalí Ramírez Marcial			2026-04-18T08:48:33.812Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802702325	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/64066574	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		Tamaulipas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.06671	-99.227271							2020-10-31T15:15:02	31	10	2020	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	64066574		Benigno Gómez Garza	2020-11-03T18:03:19	CC_BY_NC_4_0	Benigno Gómez Garza	Benigno Gómez Garza			2026-04-18T08:52:04.357Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
